concept_id,concept,prompt_id,prompt,attribute_id,attribute,attribute_values
17,a lantern,98,a lantern at an outdoor festival.,27,What shape does the lantern have?,"{'octagonal', 'hexagonal', 'square', 'rectangular', 'round', 'conical'}"
17,a lantern,98,a lantern at an outdoor festival.,39,What type of light source does the lantern use?,"{'bulb', 'candle'}"
17,a lantern,99,a lantern in an underwater scene.,14,Is the lantern lit or not?,"{'not lit', 'lit'}"
17,a lantern,99,a lantern in an underwater scene.,27,What shape does the lantern have?,"{'octagonal', 'hexagonal', 'square', 'rectangular', 'round', 'conical'}"
17,a lantern,99,a lantern in an underwater scene.,39,What type of light source does the lantern use?,"{'bulb', 'candle'}"
17,a lantern,100,a lantern at a space shuttle.,14,Is the lantern lit or not?,"{'not lit', 'lit'}"
17,a lantern,100,a lantern at a space shuttle.,27,What shape does the lantern have?,"{'octagonal', 'hexagonal', 'square', 'rectangular', 'round', 'conical'}"
17,a lantern,100,a lantern at a space shuttle.,39,What type of light source does the lantern use?,"{'bulb', 'candle'}"
17,a lantern,101,a lantern at a server room.,14,Is the lantern lit or not?,"{'not lit', 'lit'}"
17,a lantern,101,a lantern at a server room.,27,What shape does the lantern have?,"{'octagonal', 'hexagonal', 'square', 'rectangular', 'round', 'conical'}"
17,a lantern,101,a lantern at a server room.,39,What type of light source does the lantern use?,"{'bulb', 'candle'}"
18,a guitar,102,a guitar in a music store.,52,Is the guitar acoustic or electric?,"{'electric', 'acoustic'}"
18,a guitar,102,a guitar in a music store.,69,What color is the guitar?,"{'yellow', 'grey', 'natural wood', 'black', 'gold', 'orange', 'purple', 'green', 'pink', 'red', 'silver', 'blue', 'brown', 'white'}"
18,a guitar,102,a guitar in a music store.,86,Are there any visible patterns or designs on the guitar?,"{'Yes', 'No'}"
18,a guitar,102,a guitar in a music store.,102,Does the guitar appear new or worn?,"{'worn', 'new'}"
18,a guitar,102,a guitar in a music store.,115,Does the guitar appear clean or dirty?,"{'dirty', 'clean'}"
18,a guitar,103,a guitar at a concert hall.,52,Is the guitar acoustic or electric?,"{'electric', 'acoustic'}"
18,a guitar,103,a guitar at a concert hall.,69,What color is the guitar?,"{'yellow', 'grey', 'natural wood', 'black', 'gold', 'orange', 'purple', 'green', 'pink', 'red', 'silver', 'blue', 'brown', 'white'}"
18,a guitar,103,a guitar at a concert hall.,86,Are there any visible patterns or designs on the guitar?,"{'Yes', 'No'}"
18,a guitar,103,a guitar at a concert hall.,102,Does the guitar appear new or worn?,"{'worn', 'new'}"
18,a guitar,103,a guitar at a concert hall.,115,Does the guitar appear clean or dirty?,"{'dirty', 'clean'}"
18,a guitar,104,a guitar in a recording studio.,52,Is the guitar acoustic or electric?,"{'electric', 'acoustic'}"
18,a guitar,104,a guitar in a recording studio.,69,What color is the guitar?,"{'yellow', 'grey', 'natural wood', 'black', 'gold', 'orange', 'purple', 'green', 'pink', 'red', 'silver', 'blue', 'brown', 'white'}"
18,a guitar,104,a guitar in a recording studio.,86,Are there any visible patterns or designs on the guitar?,"{'Yes', 'No'}"
18,a guitar,104,a guitar in a recording studio.,102,Does the guitar appear new or worn?,"{'worn', 'new'}"
18,a guitar,104,a guitar in a recording studio.,115,Does the guitar appear clean or dirty?,"{'dirty', 'clean'}"
18,a guitar,105,a guitar on a volcano site.,52,Is the guitar acoustic or electric?,"{'electric', 'acoustic'}"
18,a guitar,105,a guitar on a volcano site.,69,What color is the guitar?,"{'yellow', 'grey', 'natural wood', 'black', 'gold', 'orange', 'purple', 'green', 'pink', 'red', 'silver', 'blue', 'brown', 'white'}"
18,a guitar,105,a guitar on a volcano site.,86,Are there any visible patterns or designs on the guitar?,"{'Yes', 'No'}"
18,a guitar,105,a guitar on a volcano site.,102,Does the guitar appear new or worn?,"{'worn', 'new'}"
18,a guitar,105,a guitar on a volcano site.,115,Does the guitar appear clean or dirty?,"{'dirty', 'clean'}"
18,a guitar,106,a guitar in a courtroom.,52,Is the guitar acoustic or electric?,"{'electric', 'acoustic'}"
18,a guitar,106,a guitar in a courtroom.,69,What color is the guitar?,"{'yellow', 'grey', 'natural wood', 'black', 'gold', 'orange', 'purple', 'green', 'pink', 'red', 'silver', 'blue', 'brown', 'white'}"
18,a guitar,106,a guitar in a courtroom.,86,Are there any visible patterns or designs on the guitar?,"{'Yes', 'No'}"
18,a guitar,106,a guitar in a courtroom.,102,Does the guitar appear new or worn?,"{'worn', 'new'}"
18,a guitar,106,a guitar in a courtroom.,115,Does the guitar appear clean or dirty?,"{'dirty', 'clean'}"
18,a guitar,107,a guitar in a morgue.,52,Is the guitar acoustic or electric?,"{'electric', 'acoustic'}"
18,a guitar,107,a guitar in a morgue.,69,What color is the guitar?,"{'yellow', 'grey', 'natural wood', 'black', 'gold', 'orange', 'purple', 'green', 'pink', 'red', 'silver', 'blue', 'brown', 'white'}"
18,a guitar,107,a guitar in a morgue.,86,Are there any visible patterns or designs on the guitar?,"{'Yes', 'No'}"
18,a guitar,107,a guitar in a morgue.,102,Does the guitar appear new or worn?,"{'worn', 'new'}"
18,a guitar,107,a guitar in a morgue.,115,Does the guitar appear clean or dirty?,"{'dirty', 'clean'}"
19,a uniform,108,a uniform at a police station.,70,What is the primary color of the uniform?,"{'green', 'red', 'yellow', 'orange', 'purple', 'maroon', 'black', 'blue', 'brown', 'khaki', 'gray', 'white'}"
19,a uniform,108,a uniform at a police station.,87,Does the uniform have any logos or badges?,"{'Yes', 'No'}"
19,a uniform,108,a uniform at a police station.,103,"Are there any distinguishing features such as stripes, stars, or specific patterns?","{'Yes', 'No'}"
19,a uniform,109,a uniform in a school locker room.,70,What is the primary color of the uniform?,"{'green', 'red', 'yellow', 'orange', 'purple', 'maroon', 'black', 'blue', 'brown', 'khaki', 'gray', 'white'}"
19,a uniform,109,a uniform in a school locker room.,87,Does the uniform have any logos or badges?,"{'Yes', 'No'}"
19,a uniform,109,a uniform in a school locker room.,103,"Are there any distinguishing features such as stripes, stars, or specific patterns?","{'Yes', 'No'}"
19,a uniform,110,a uniform in a military supply store.,70,What is the primary color of the uniform?,"{'green', 'red', 'yellow', 'orange', 'purple', 'maroon', 'black', 'blue', 'brown', 'khaki', 'gray', 'white'}"
19,a uniform,110,a uniform in a military supply store.,87,Does the uniform have any logos or badges?,"{'Yes', 'No'}"
19,a uniform,110,a uniform in a military supply store.,103,"Are there any distinguishing features such as stripes, stars, or specific patterns?","{'Yes', 'No'}"
19,a uniform,111,a uniform at a beach resort.,70,What is the primary color of the uniform?,"{'green', 'red', 'yellow', 'orange', 'purple', 'maroon', 'black', 'blue', 'brown', 'khaki', 'gray', 'white'}"
19,a uniform,111,a uniform at a beach resort.,87,Does the uniform have any logos or badges?,"{'Yes', 'No'}"
19,a uniform,111,a uniform at a beach resort.,103,"Are there any distinguishing features such as stripes, stars, or specific patterns?","{'Yes', 'No'}"
19,a uniform,112,a uniform in a theme park.,70,What is the primary color of the uniform?,"{'green', 'red', 'yellow', 'orange', 'purple', 'maroon', 'black', 'blue', 'brown', 'khaki', 'gray', 'white'}"
19,a uniform,112,a uniform in a theme park.,87,Does the uniform have any logos or badges?,"{'Yes', 'No'}"
19,a uniform,112,a uniform in a theme park.,103,"Are there any distinguishing features such as stripes, stars, or specific patterns?","{'Yes', 'No'}"
19,a uniform,113,a uniform at a music festival.,70,What is the primary color of the uniform?,"{'green', 'red', 'yellow', 'orange', 'purple', 'maroon', 'black', 'blue', 'brown', 'khaki', 'gray', 'white'}"
19,a uniform,113,a uniform at a music festival.,87,Does the uniform have any logos or badges?,"{'Yes', 'No'}"
19,a uniform,113,a uniform at a music festival.,103,"Are there any distinguishing features such as stripes, stars, or specific patterns?","{'Yes', 'No'}"
20,a baseball bat,114,a baseball bat at a sporting goods store.,54,What material is the baseball bat made from?,"{'aluminum', 'wood', 'carbon fiber', 'alloy', 'metal'}"
20,a baseball bat,114,a baseball bat at a sporting goods store.,71,What color is the baseball bat?,"{'yellow', 'black', 'wooden', 'orange', 'silver', 'green', 'pink', 'gold', 'red', 'purple', 'brown', 'blue', 'white'}"
20,a baseball bat,114,a baseball bat at a sporting goods store.,88,Does the baseball bat appear new or worn?,"{'worn', 'new'}"
20,a baseball bat,114,a baseball bat at a sporting goods store.,104,Is the baseball bat dirty?,"{'Yes', 'No'}"
20,a baseball bat,115,a baseball bat at a baseball game.,54,What material is the baseball bat made from?,"{'aluminum', 'wood', 'carbon fiber', 'alloy', 'metal'}"
20,a baseball bat,115,a baseball bat at a baseball game.,71,What color is the baseball bat?,"{'yellow', 'black', 'wooden', 'orange', 'silver', 'green', 'pink', 'gold', 'red', 'purple', 'brown', 'blue', 'white'}"
20,a baseball bat,115,a baseball bat at a baseball game.,88,Does the baseball bat appear new or worn?,"{'worn', 'new'}"
20,a baseball bat,115,a baseball bat at a baseball game.,104,Is the baseball bat dirty?,"{'Yes', 'No'}"
20,a baseball bat,116,a baseball bat at a high school gym.,54,What material is the baseball bat made from?,"{'aluminum', 'wood', 'carbon fiber', 'alloy', 'metal'}"
20,a baseball bat,116,a baseball bat at a high school gym.,71,What color is the baseball bat?,"{'yellow', 'black', 'wooden', 'orange', 'silver', 'green', 'pink', 'gold', 'red', 'purple', 'brown', 'blue', 'white'}"
20,a baseball bat,116,a baseball bat at a high school gym.,88,Does the baseball bat appear new or worn?,"{'worn', 'new'}"
20,a baseball bat,116,a baseball bat at a high school gym.,104,Is the baseball bat dirty?,"{'Yes', 'No'}"
20,a baseball bat,117,a baseball bat at a wedding chapel.,54,What material is the baseball bat made from?,"{'aluminum', 'wood', 'carbon fiber', 'alloy', 'metal'}"
20,a baseball bat,117,a baseball bat at a wedding chapel.,71,What color is the baseball bat?,"{'yellow', 'black', 'wooden', 'orange', 'silver', 'green', 'pink', 'gold', 'red', 'purple', 'brown', 'blue', 'white'}"
20,a baseball bat,117,a baseball bat at a wedding chapel.,88,Does the baseball bat appear new or worn?,"{'worn', 'new'}"
20,a baseball bat,117,a baseball bat at a wedding chapel.,104,Is the baseball bat dirty?,"{'Yes', 'No'}"
20,a baseball bat,118,a baseball bat at a seafood market.,54,What material is the baseball bat made from?,"{'aluminum', 'wood', 'carbon fiber', 'alloy', 'metal'}"
20,a baseball bat,118,a baseball bat at a seafood market.,71,What color is the baseball bat?,"{'yellow', 'black', 'wooden', 'orange', 'silver', 'green', 'pink', 'gold', 'red', 'purple', 'brown', 'blue', 'white'}"
20,a baseball bat,118,a baseball bat at a seafood market.,88,Does the baseball bat appear new or worn?,"{'worn', 'new'}"
20,a baseball bat,118,a baseball bat at a seafood market.,104,Is the baseball bat dirty?,"{'Yes', 'No'}"
20,a baseball bat,119,a baseball bat at a luxury cruise ship.,54,What material is the baseball bat made from?,"{'aluminum', 'wood', 'carbon fiber', 'alloy', 'metal'}"
20,a baseball bat,119,a baseball bat at a luxury cruise ship.,71,What color is the baseball bat?,"{'yellow', 'black', 'wooden', 'orange', 'silver', 'green', 'pink', 'gold', 'red', 'purple', 'brown', 'blue', 'white'}"
20,a baseball bat,119,a baseball bat at a luxury cruise ship.,88,Does the baseball bat appear new or worn?,"{'worn', 'new'}"
20,a baseball bat,119,a baseball bat at a luxury cruise ship.,104,Is the baseball bat dirty?,"{'Yes', 'No'}"
21,yogurt,120,yogurt in a grocery store dairy section.,55,Does the yogurt contain fruit?,"{'Yes', 'No'}"
21,yogurt,120,yogurt in a grocery store dairy section.,72,"Is the yogurt in a cup, bowl, or different type of container?","{'jar', 'cup', 'container', 'bowl'}"
21,yogurt,120,yogurt in a grocery store dairy section.,89,What is the color of the yogurt?,"{'yellow', 'orange', 'black', 'pink', 'green', 'purple', 'beige', 'red', 'blue', 'brown', 'white'}"
21,yogurt,120,yogurt in a grocery store dairy section.,105,Is the yogurt eaten?,"{'Yes', 'No'}"
21,yogurt,120,yogurt in a grocery store dairy section.,117,Does the yogurt contain nuts?,"{'Yes', 'No'}"
21,yogurt,121,yogurt in a refrigerator.,55,Does the yogurt contain fruit?,"{'Yes', 'No'}"
21,yogurt,121,yogurt in a refrigerator.,72,"Is the yogurt in a cup, bowl, or different type of container?","{'jar', 'cup', 'container', 'bowl'}"
21,yogurt,121,yogurt in a refrigerator.,89,What is the color of the yogurt?,"{'yellow', 'orange', 'black', 'pink', 'green', 'purple', 'beige', 'red', 'blue', 'brown', 'white'}"
21,yogurt,121,yogurt in a refrigerator.,105,Is the yogurt eaten?,"{'Yes', 'No'}"
21,yogurt,121,yogurt in a refrigerator.,117,Does the yogurt contain nuts?,"{'Yes', 'No'}"
21,yogurt,122,yogurt at a breakfast buffet.,55,Does the yogurt contain fruit?,"{'Yes', 'No'}"
21,yogurt,122,yogurt at a breakfast buffet.,72,"Is the yogurt in a cup, bowl, or different type of container?","{'jar', 'cup', 'container', 'bowl'}"
21,yogurt,122,yogurt at a breakfast buffet.,89,What is the color of the yogurt?,"{'yellow', 'orange', 'black', 'pink', 'green', 'purple', 'beige', 'red', 'blue', 'brown', 'white'}"
21,yogurt,122,yogurt at a breakfast buffet.,105,Is the yogurt eaten?,"{'Yes', 'No'}"
21,yogurt,122,yogurt at a breakfast buffet.,117,Does the yogurt contain nuts?,"{'Yes', 'No'}"
21,yogurt,123,yogurt in a desert.,55,Does the yogurt contain fruit?,"{'Yes', 'No'}"
21,yogurt,123,yogurt in a desert.,72,"Is the yogurt in a cup, bowl, or different type of container?","{'jar', 'cup', 'container', 'bowl'}"
21,yogurt,123,yogurt in a desert.,89,What is the color of the yogurt?,"{'yellow', 'orange', 'black', 'pink', 'green', 'purple', 'beige', 'red', 'blue', 'brown', 'white'}"
21,yogurt,123,yogurt in a desert.,105,Is the yogurt eaten?,"{'Yes', 'No'}"
21,yogurt,123,yogurt in a desert.,117,Does the yogurt contain nuts?,"{'Yes', 'No'}"
21,yogurt,124,yogurt on the peak of mountain Everest.,55,Does the yogurt contain fruit?,"{'Yes', 'No'}"
21,yogurt,124,yogurt on the peak of mountain Everest.,72,"Is the yogurt in a cup, bowl, or different type of container?","{'jar', 'cup', 'container', 'bowl'}"
21,yogurt,124,yogurt on the peak of mountain Everest.,89,What is the color of the yogurt?,"{'yellow', 'orange', 'black', 'pink', 'green', 'purple', 'beige', 'red', 'blue', 'brown', 'white'}"
21,yogurt,124,yogurt on the peak of mountain Everest.,105,Is the yogurt eaten?,"{'Yes', 'No'}"
21,yogurt,124,yogurt on the peak of mountain Everest.,117,Does the yogurt contain nuts?,"{'Yes', 'No'}"
21,yogurt,125,yogurt in the vacuum of space.,55,Does the yogurt contain fruit?,"{'Yes', 'No'}"
21,yogurt,125,yogurt in the vacuum of space.,72,"Is the yogurt in a cup, bowl, or different type of container?","{'jar', 'cup', 'container', 'bowl'}"
21,yogurt,125,yogurt in the vacuum of space.,89,What is the color of the yogurt?,"{'yellow', 'orange', 'black', 'pink', 'green', 'purple', 'beige', 'red', 'blue', 'brown', 'white'}"
21,yogurt,125,yogurt in the vacuum of space.,105,Is the yogurt eaten?,"{'Yes', 'No'}"
21,yogurt,125,yogurt in the vacuum of space.,117,Does the yogurt contain nuts?,"{'Yes', 'No'}"
22,a pair of headphones,126,a pair of headphones in an electronics store.,56,"Are the headphones over-ear, on-ear, or in-ear?","{'over-ear', 'in-ear', 'on-ear'}"
22,a pair of headphones,126,a pair of headphones in an electronics store.,73,What color are the headphones?,"{'yellow', 'black', 'gold', 'orange', 'pink', 'green', 'gray', 'silver', 'red', 'purple', 'multicolored', 'blue', 'brown', 'white'}"
22,a pair of headphones,127,a pair of headphones in a music studio.,56,"Are the headphones over-ear, on-ear, or in-ear?","{'over-ear', 'in-ear', 'on-ear'}"
22,a pair of headphones,127,a pair of headphones in a music studio.,73,What color are the headphones?,"{'yellow', 'black', 'gold', 'orange', 'pink', 'green', 'gray', 'silver', 'red', 'purple', 'multicolored', 'blue', 'brown', 'white'}"
22,a pair of headphones,128,a pair of headphones at a public transit commute.,56,"Are the headphones over-ear, on-ear, or in-ear?","{'over-ear', 'in-ear', 'on-ear'}"
22,a pair of headphones,128,a pair of headphones at a public transit commute.,73,What color are the headphones?,"{'yellow', 'black', 'gold', 'orange', 'pink', 'green', 'gray', 'silver', 'red', 'purple', 'multicolored', 'blue', 'brown', 'white'}"
22,a pair of headphones,129,a pair of headphones at a silent retreat.,56,"Are the headphones over-ear, on-ear, or in-ear?","{'over-ear', 'in-ear', 'on-ear'}"
22,a pair of headphones,129,a pair of headphones at a silent retreat.,73,What color are the headphones?,"{'yellow', 'black', 'gold', 'orange', 'pink', 'green', 'gray', 'silver', 'red', 'purple', 'multicolored', 'blue', 'brown', 'white'}"
22,a pair of headphones,130,a pair of headphones at a scuba diving session.,56,"Are the headphones over-ear, on-ear, or in-ear?","{'over-ear', 'in-ear', 'on-ear'}"
22,a pair of headphones,130,a pair of headphones at a scuba diving session.,73,What color are the headphones?,"{'yellow', 'black', 'gold', 'orange', 'pink', 'green', 'gray', 'silver', 'red', 'purple', 'multicolored', 'blue', 'brown', 'white'}"
22,a pair of headphones,131,a pair of headphones at a medieval battlefield.,56,"Are the headphones over-ear, on-ear, or in-ear?","{'over-ear', 'in-ear', 'on-ear'}"
22,a pair of headphones,131,a pair of headphones at a medieval battlefield.,73,What color are the headphones?,"{'yellow', 'black', 'gold', 'orange', 'pink', 'green', 'gray', 'silver', 'red', 'purple', 'multicolored', 'blue', 'brown', 'white'}"
23,an umbrella,132,an umbrella in a department store.,57,Is the umbrella open or closed?,"{'closed', 'open'}"
23,an umbrella,132,an umbrella in a department store.,74,Is the umbrella being used for protection against sun or rain (or neither)?,"{'protection against rain', 'protection against sun'}"
23,an umbrella,132,an umbrella in a department store.,90,What color is the umbrella?,"{'yellow', 'grey', 'black', 'orange', 'purple', 'green', 'pink', 'red', 'multicolored', 'blue', 'brown', 'white'}"
23,an umbrella,133,an umbrella at a street market.,57,Is the umbrella open or closed?,"{'closed', 'open'}"
23,an umbrella,133,an umbrella at a street market.,74,Is the umbrella being used for protection against sun or rain (or neither)?,"{'protection against rain', 'protection against sun'}"
23,an umbrella,133,an umbrella at a street market.,90,What color is the umbrella?,"{'yellow', 'grey', 'black', 'orange', 'purple', 'green', 'pink', 'red', 'multicolored', 'blue', 'brown', 'white'}"
23,an umbrella,134,an umbrella on a rainy city street.,57,Is the umbrella open or closed?,"{'closed', 'open'}"
23,an umbrella,134,an umbrella on a rainy city street.,74,Is the umbrella being used for protection against sun or rain (or neither)?,"{'protection against rain', 'protection against sun'}"
23,an umbrella,134,an umbrella on a rainy city street.,90,What color is the umbrella?,"{'yellow', 'grey', 'black', 'orange', 'purple', 'green', 'pink', 'red', 'multicolored', 'blue', 'brown', 'white'}"
23,an umbrella,135,an umbrella in a desert.,57,Is the umbrella open or closed?,"{'closed', 'open'}"
23,an umbrella,135,an umbrella in a desert.,74,Is the umbrella being used for protection against sun or rain (or neither)?,"{'protection against rain', 'protection against sun'}"
23,an umbrella,135,an umbrella in a desert.,90,What color is the umbrella?,"{'yellow', 'grey', 'black', 'orange', 'purple', 'green', 'pink', 'red', 'multicolored', 'blue', 'brown', 'white'}"
23,an umbrella,136,an umbrella in an indoor pool.,57,Is the umbrella open or closed?,"{'closed', 'open'}"
23,an umbrella,136,an umbrella in an indoor pool.,74,Is the umbrella being used for protection against sun or rain (or neither)?,"{'protection against rain', 'protection against sun'}"
23,an umbrella,136,an umbrella in an indoor pool.,90,What color is the umbrella?,"{'yellow', 'grey', 'black', 'orange', 'purple', 'green', 'pink', 'red', 'multicolored', 'blue', 'brown', 'white'}"
23,an umbrella,137,an umbrella in a freezer.,57,Is the umbrella open or closed?,"{'closed', 'open'}"
23,an umbrella,137,an umbrella in a freezer.,74,Is the umbrella being used for protection against sun or rain (or neither)?,"{'protection against rain', 'protection against sun'}"
23,an umbrella,137,an umbrella in a freezer.,90,What color is the umbrella?,"{'yellow', 'grey', 'black', 'orange', 'purple', 'green', 'pink', 'red', 'multicolored', 'blue', 'brown', 'white'}"
24,a jewelry box,138,a jewelry box in a boutique.,58,What is the shape of the jewelry box?,"{'octagonal', 'hexagonal', 'heart', 'square', 'round', 'triangle', 'rectangular'}"
24,a jewelry box,138,a jewelry box in a boutique.,75,Is the jewelry box open or closed in the image?,"{'closed', 'open'}"
24,a jewelry box,138,a jewelry box in a boutique.,91,Does the jewelry box appear to be modern or antique?,"{'modern', 'antique'}"
24,a jewelry box,138,a jewelry box in a boutique.,106,Does the jewelry box have any locking mechanism visible?,"{'Yes', 'No'}"
24,a jewelry box,138,a jewelry box in a boutique.,118,What color is the jewelry box?,"{'black', 'gold', 'pink', 'silver', 'green', 'purple', 'red', 'blue', 'brown', 'white'}"
24,a jewelry box,139,a jewelry box in a bedroom.,58,What is the shape of the jewelry box?,"{'octagonal', 'hexagonal', 'heart', 'square', 'round', 'triangle', 'rectangular'}"
24,a jewelry box,139,a jewelry box in a bedroom.,75,Is the jewelry box open or closed in the image?,"{'closed', 'open'}"
24,a jewelry box,139,a jewelry box in a bedroom.,91,Does the jewelry box appear to be modern or antique?,"{'modern', 'antique'}"
24,a jewelry box,139,a jewelry box in a bedroom.,106,Does the jewelry box have any locking mechanism visible?,"{'Yes', 'No'}"
24,a jewelry box,139,a jewelry box in a bedroom.,118,What color is the jewelry box?,"{'black', 'gold', 'pink', 'silver', 'green', 'purple', 'red', 'blue', 'brown', 'white'}"
24,a jewelry box,140,a jewelry box in an antique store.,58,What is the shape of the jewelry box?,"{'octagonal', 'hexagonal', 'heart', 'square', 'round', 'triangle', 'rectangular'}"
24,a jewelry box,140,a jewelry box in an antique store.,75,Is the jewelry box open or closed in the image?,"{'closed', 'open'}"
24,a jewelry box,140,a jewelry box in an antique store.,91,Does the jewelry box appear to be modern or antique?,"{'modern', 'antique'}"
24,a jewelry box,140,a jewelry box in an antique store.,106,Does the jewelry box have any locking mechanism visible?,"{'Yes', 'No'}"
24,a jewelry box,140,a jewelry box in an antique store.,118,What color is the jewelry box?,"{'black', 'gold', 'pink', 'silver', 'green', 'purple', 'red', 'blue', 'brown', 'white'}"
24,a jewelry box,141,a jewelry box on a football field.,58,What is the shape of the jewelry box?,"{'octagonal', 'hexagonal', 'heart', 'square', 'round', 'triangle', 'rectangular'}"
24,a jewelry box,141,a jewelry box on a football field.,75,Is the jewelry box open or closed in the image?,"{'closed', 'open'}"
24,a jewelry box,141,a jewelry box on a football field.,91,Does the jewelry box appear to be modern or antique?,"{'modern', 'antique'}"
24,a jewelry box,141,a jewelry box on a football field.,106,Does the jewelry box have any locking mechanism visible?,"{'Yes', 'No'}"
24,a jewelry box,141,a jewelry box on a football field.,118,What color is the jewelry box?,"{'black', 'gold', 'pink', 'silver', 'green', 'purple', 'red', 'blue', 'brown', 'white'}"
24,a jewelry box,142,a jewelry box in a coal mine.,58,What is the shape of the jewelry box?,"{'octagonal', 'hexagonal', 'heart', 'square', 'round', 'triangle', 'rectangular'}"
24,a jewelry box,142,a jewelry box in a coal mine.,75,Is the jewelry box open or closed in the image?,"{'closed', 'open'}"
24,a jewelry box,142,a jewelry box in a coal mine.,91,Does the jewelry box appear to be modern or antique?,"{'modern', 'antique'}"
24,a jewelry box,142,a jewelry box in a coal mine.,106,Does the jewelry box have any locking mechanism visible?,"{'Yes', 'No'}"
24,a jewelry box,142,a jewelry box in a coal mine.,118,What color is the jewelry box?,"{'black', 'gold', 'pink', 'silver', 'green', 'purple', 'red', 'blue', 'brown', 'white'}"
24,a jewelry box,143,a jewelry box in a zoo.,58,What is the shape of the jewelry box?,"{'octagonal', 'hexagonal', 'heart', 'square', 'round', 'triangle', 'rectangular'}"
24,a jewelry box,143,a jewelry box in a zoo.,75,Is the jewelry box open or closed in the image?,"{'closed', 'open'}"
24,a jewelry box,143,a jewelry box in a zoo.,91,Does the jewelry box appear to be modern or antique?,"{'modern', 'antique'}"
24,a jewelry box,143,a jewelry box in a zoo.,106,Does the jewelry box have any locking mechanism visible?,"{'Yes', 'No'}"
24,a jewelry box,143,a jewelry box in a zoo.,118,What color is the jewelry box?,"{'black', 'gold', 'pink', 'silver', 'green', 'purple', 'red', 'blue', 'brown', 'white'}"
25,a window,144,a window in a glass shop.,59,What is the shape of the window?,"{'square', 'rectangular', 'round', 'oval', 'triangular'}"
25,a window,144,a window in a glass shop.,76,Is the window open or closed?,"{'closed', 'open'}"
25,a window,144,a window in a glass shop.,92,Is the glass clear or tinted?,"{'clear', 'tinted'}"
25,a window,145,a window in an office building.,59,What is the shape of the window?,"{'square', 'rectangular', 'round', 'oval', 'triangular'}"
25,a window,145,a window in an office building.,76,Is the window open or closed?,"{'closed', 'open'}"
25,a window,145,a window in an office building.,92,Is the glass clear or tinted?,"{'clear', 'tinted'}"
25,a window,146,a window in a skyscraper.,59,What is the shape of the window?,"{'square', 'rectangular', 'round', 'oval', 'triangular'}"
25,a window,146,a window in a skyscraper.,76,Is the window open or closed?,"{'closed', 'open'}"
25,a window,146,a window in a skyscraper.,92,Is the glass clear or tinted?,"{'clear', 'tinted'}"
25,a window,147,a window in an underground bunker.,59,What is the shape of the window?,"{'square', 'rectangular', 'round', 'oval', 'triangular'}"
25,a window,147,a window in an underground bunker.,76,Is the window open or closed?,"{'closed', 'open'}"
25,a window,147,a window in an underground bunker.,92,Is the glass clear or tinted?,"{'clear', 'tinted'}"
25,a window,148,a window in a racetrack.,59,What is the shape of the window?,"{'square', 'rectangular', 'round', 'oval', 'triangular'}"
25,a window,148,a window in a racetrack.,76,Is the window open or closed?,"{'closed', 'open'}"
25,a window,148,a window in a racetrack.,92,Is the glass clear or tinted?,"{'clear', 'tinted'}"
25,a window,149,a window in a submarine.,59,What is the shape of the window?,"{'square', 'rectangular', 'round', 'oval', 'triangular'}"
25,a window,149,a window in a submarine.,76,Is the window open or closed?,"{'closed', 'open'}"
25,a window,149,a window in a submarine.,92,Is the glass clear or tinted?,"{'clear', 'tinted'}"
26,a drawer,150,a drawer in an office.,60,Is the drawer open or closed?,"{'closed', 'open'}"
26,a drawer,150,a drawer in an office.,93,What material is the drawer made of?,"{'stone', 'wood', 'glass', 'bamboo', 'wicker', 'plastic', 'fabric', 'metal'}"
26,a drawer,150,a drawer in an office.,107,Is the drawer part of a larger furniture piece?,"{'Yes', 'No'}"
26,a drawer,150,a drawer in an office.,119,What color is the drawer?,"{'beige', 'green', 'silver', 'red', 'yellow', 'orange', 'wooden', 'purple', 'maroon', 'black', 'pink', 'blue', 'brown', 'gold', 'gray', 'white'}"
26,a drawer,151,a drawer in a bedroom.,60,Is the drawer open or closed?,"{'closed', 'open'}"
26,a drawer,151,a drawer in a bedroom.,93,What material is the drawer made of?,"{'stone', 'wood', 'glass', 'bamboo', 'wicker', 'plastic', 'fabric', 'metal'}"
26,a drawer,151,a drawer in a bedroom.,107,Is the drawer part of a larger furniture piece?,"{'Yes', 'No'}"
26,a drawer,151,a drawer in a bedroom.,119,What color is the drawer?,"{'beige', 'green', 'silver', 'red', 'yellow', 'orange', 'wooden', 'purple', 'maroon', 'black', 'pink', 'blue', 'brown', 'gold', 'gray', 'white'}"
26,a drawer,152,a drawer in a kitchen.,60,Is the drawer open or closed?,"{'closed', 'open'}"
26,a drawer,152,a drawer in a kitchen.,93,What material is the drawer made of?,"{'stone', 'wood', 'glass', 'bamboo', 'wicker', 'plastic', 'fabric', 'metal'}"
26,a drawer,152,a drawer in a kitchen.,107,Is the drawer part of a larger furniture piece?,"{'Yes', 'No'}"
26,a drawer,152,a drawer in a kitchen.,119,What color is the drawer?,"{'beige', 'green', 'silver', 'red', 'yellow', 'orange', 'wooden', 'purple', 'maroon', 'black', 'pink', 'blue', 'brown', 'gold', 'gray', 'white'}"
26,a drawer,153,a drawer in a jungle.,60,Is the drawer open or closed?,"{'closed', 'open'}"
